,verb,count,presente yo,presente tú,"presente él, ella, Ud.",presente nosotros,presente vosotros,"presente ellos, ellas, Uds.",presente vos,imperfecto yo,imperfecto tú,"imperfecto él, ella, Ud.",imperfecto nosotros,imperfecto vosotros,"imperfecto ellos, ellas, Uds.",imperfecto vos,pretérito yo,pretérito tú,"pretérito él, ella, Ud.",pretérito nosotros,pretérito vosotros,"pretérito ellos, ellas, Uds.",pretérito vos,futuro yo,futuro tú,"futuro él, ella, Ud.",futuro nosotros,futuro vosotros,"futuro ellos, ellas, Uds.",futuro vos,condicional yo,condicional tú,"condicional él, ella, Ud.",condicional nosotros,condicional vosotros,"condicional ellos, ellas, Uds.",condicional vos,prob,en
979,vomitar,1463,vomito,vomitas,vomita,vomitamos,vomitáis,vomitan,vomitás,vomitaba,vomitabas,vomitaba,vomitábamos,vomitabais,vomitaban,vomitabas,vomité,vomitaste,vomitó,vomitamos,vomitasteis,vomitaron,vomitaste,vomitaré,vomitarás,vomitará,vomitaremos,vomitaréis,vomitarán,vomitarás,vomitaría,vomitarías,vomitaría,vomitaríamos,vomitaríais,vomitarían,vomitarías,0.0004209391171845,vomiting
980,concordar,1462,concuerdo,concuerdas,concuerda,concordamos,concordáis,concuerdan,concordás,concordaba,concordabas,concordaba,concordábamos,concordabais,concordaban,concordabas,concordé,concordaste,concordó,concordamos,concordasteis,concordaron,concordaste,concordaré,concordarás,concordará,concordaremos,concordaréis,concordarán,concordarás,concordaría,concordarías,concordaría,concordaríamos,concordaríais,concordarían,concordarías,0.0004206513939328,agree
981,exclamar,1460,exclamo,exclamas,exclama,exclamamos,exclamáis,exclaman,exclamás,exclamaba,exclamabas,exclamaba,exclamábamos,exclamabais,exclamaban,exclamabas,exclamé,exclamaste,exclamó,exclamamos,exclamasteis,exclamaron,exclamaste,exclamaré,exclamarás,exclamará,exclamaremos,exclamaréis,exclamarán,exclamarás,exclamaría,exclamarías,exclamaría,exclamaríamos,exclamaríais,exclamarían,exclamarías,0.0004200759474295,exclaim
982,agujerear,1460,agujereo,agujereas,agujerea,agujereamos,agujereáis,agujerean,agujereás,agujereaba,agujereabas,agujereaba,agujereábamos,agujereabais,agujereaban,agujereabas,agujereé,agujereaste,agujereó,agujereamos,agujereasteis,agujerearon,agujereaste,agujerearé,agujerearás,agujereará,agujerearemos,agujerearéis,agujerearán,agujerearás,agujerearía,agujerearías,agujerearía,agujerearíamos,agujerearíais,agujerearían,agujerearías,0.0004200759474295,pierce
983,cojear,1460,cojeo,cojeas,cojea,cojeamos,cojeáis,cojean,cojeás,cojeaba,cojeabas,cojeaba,cojeábamos,cojeabais,cojeaban,cojeabas,cojeé,cojeaste,cojeó,cojeamos,cojeasteis,cojearon,cojeaste,cojearé,cojearás,cojeará,cojearemos,cojearéis,cojearán,cojearás,cojearía,cojearías,cojearía,cojearíamos,cojearíais,cojearían,cojearías,0.0004200759474295,limp
984,insinuar,1459,insinúo,insinúas,insinúa,insinuamos,insinuáis,insinúan,insinuás,insinuaba,insinuabas,insinuaba,insinuábamos,insinuabais,insinuaban,insinuabas,insinué,insinuaste,insinuó,insinuamos,insinuasteis,insinuaron,insinuaste,insinuaré,insinuarás,insinuará,insinuaremos,insinuaréis,insinuarán,insinuarás,insinuaría,insinuarías,insinuaría,insinuaríamos,insinuaríais,insinuarían,insinuarías,0.0004197882241778,Insinuate
985,suscribir,1459,suscribo,suscribes,suscribe,suscribimos,suscribís,suscriben,suscribís,suscribía,suscribías,suscribía,suscribíamos,suscribíais,suscribían,suscribías,suscribí,suscribiste,suscribió,suscribimos,suscribisteis,suscribieron,suscribiste,suscribiré,suscribirás,suscribirá,suscribiremos,suscribiréis,suscribirán,suscribirás,suscribiría,suscribirías,suscribiría,suscribiríamos,suscribiríais,suscribirían,suscribirías,0.0004197882241778,subscribe
986,culturizar,1459,culturizo,culturizas,culturiza,culturizamos,culturizáis,culturizan,culturizás,culturizaba,culturizabas,culturizaba,culturizábamos,culturizabais,culturizaban,culturizabas,culturicé,culturizaste,culturizó,culturizamos,culturizasteis,culturizaron,culturizaste,culturizaré,culturizarás,culturizará,culturizaremos,culturizaréis,culturizarán,culturizarás,culturizaría,culturizarías,culturizaría,culturizaríamos,culturizaríais,culturizarían,culturizarías,0.0004197882241778,culture
987,adaptar,1458,adapto,adaptas,adapta,adaptamos,adaptáis,adaptan,adaptás,adaptaba,adaptabas,adaptaba,adaptábamos,adaptabais,adaptaban,adaptabas,adapté,adaptaste,adaptó,adaptamos,adaptasteis,adaptaron,adaptaste,adaptaré,adaptarás,adaptará,adaptaremos,adaptaréis,adaptarán,adaptarás,adaptaría,adaptarías,adaptaría,adaptaríamos,adaptaríais,adaptarían,adaptarías,0.0004195005009261,adapt
988,propolar,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004186373311711,propolar
989,anotar,1454,anoto,anotas,anota,anotamos,anotáis,anotan,anotás,anotaba,anotabas,anotaba,anotábamos,anotabais,anotaban,anotabas,anoté,anotaste,anotó,anotamos,anotasteis,anotaron,anotaste,anotaré,anotarás,anotará,anotaremos,anotaréis,anotarán,anotarás,anotaría,anotarías,anotaría,anotaríamos,anotaríais,anotarían,anotarías,0.0004183496079195,write down
990,acumular,1454,acumulo,acumulas,acumula,acumulamos,acumuláis,acumulan,acumulás,acumulaba,acumulabas,acumulaba,acumulábamos,acumulabais,acumulaban,acumulabas,acumulé,acumulaste,acumuló,acumulamos,acumulasteis,acumularon,acumulaste,acumularé,acumularás,acumulará,acumularemos,acumularéis,acumularán,acumularás,acumularía,acumularías,acumularía,acumularíamos,acumularíais,acumularían,acumularías,0.0004183496079195,accumulate
991,desvestir,1453,desvisto,desvistes,desviste,desvestimos,desvestís,desvisten,desvestís,desvestía,desvestías,desvestía,desvestíamos,desvestíais,desvestían,desvestías,desvestí,desvestiste,desvistió,desvestimos,desvestisteis,desvistieron,desvestiste,desvestiré,desvestirás,desvestirá,desvestiremos,desvestiréis,desvestirán,desvestirás,desvestiría,desvestirías,desvestiría,desvestiríamos,desvestiríais,desvestirían,desvestirías,0.0004180618846678,undressing
992,enchufar,1453,enchufo,enchufas,enchufa,enchufamos,enchufáis,enchufan,enchufás,enchufaba,enchufabas,enchufaba,enchufábamos,enchufabais,enchufaban,enchufabas,enchufé,enchufaste,enchufó,enchufamos,enchufasteis,enchufaron,enchufaste,enchufaré,enchufarás,enchufará,enchufaremos,enchufaréis,enchufarán,enchufarás,enchufaría,enchufarías,enchufaría,enchufaríamos,enchufaríais,enchufarían,enchufarías,0.0004180618846678,plugging in
993,regengtar,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004180618846678,regentar
994,diluir,1452,diluyo,diluyes,diluye,diluimos,diluís,diluyen,diluís,diluía,diluías,diluía,diluíamos,diluíais,diluían,diluías,diluí,diluiste,diluyó,diluimos,diluisteis,diluyeron,diluiste,diluiré,diluirás,diluirá,diluiremos,diluiréis,diluirán,diluirás,diluiría,diluirías,diluiría,diluiríamos,diluiríais,diluirían,diluirías,0.0004177741614161,dilute
995,retorcer,1452,retuerzo,retuerces,retuerce,retorcemos,retorcéis,retuercen,retorcés,retorcía,retorcías,retorcía,retorcíamos,retorcíais,retorcían,retorcías,retorcí,retorciste,retorció,retorcimos,retorcisteis,retorcieron,retorciste,retorceré,retorcerás,retorcerá,retorceremos,retorceréis,retorcerán,retorcerás,retorcería,retorcerías,retorcería,retorceríamos,retorceríais,retorcerían,retorcerías,0.0004177741614161,twist
996,clavar,1452,clavo,clavas,clava,clavamos,claváis,clavan,clavás,clavaba,clavabas,clavaba,clavábamos,clavabais,clavaban,clavabas,clavé,clavaste,clavó,clavamos,clavasteis,clavaron,clavaste,clavaré,clavarás,clavará,clavaremos,clavaréis,clavarán,clavarás,clavaría,clavarías,clavaría,clavaríamos,clavaríais,clavarían,clavarías,0.0004177741614161,nail
997,cegar,1452,ciego,ciegas,ciega,cegamos,cegáis,ciegan,cegás,cegaba,cegabas,cegaba,cegábamos,cegabais,cegaban,cegabas,cegué,cegaste,cegó,cegamos,cegasteis,cegaron,cegaste,cegaré,cegarás,cegará,cegaremos,cegaréis,cegarán,cegarás,cegaría,cegarías,cegaría,cegaríamos,cegaríais,cegarían,cegarías,0.0004177741614161,blind
998,disparar,1450,disparo,disparas,dispara,disparamos,disparáis,disparan,disparás,disparaba,disparabas,disparaba,disparábamos,disparabais,disparaban,disparabas,disparé,disparaste,disparó,disparamos,disparasteis,dispararon,disparaste,dispararé,dispararás,disparará,dispararemos,dispararéis,dispararán,dispararás,dispararía,dispararías,dispararía,dispararíamos,dispararíais,dispararían,dispararías,0.0004171987149128,shoot
999,exportar,1450,exporto,exportas,exporta,exportamos,exportáis,exportan,exportás,exportaba,exportabas,exportaba,exportábamos,exportabais,exportaban,exportabas,exporté,exportaste,exportó,exportamos,exportasteis,exportaron,exportaste,exportaré,exportarás,exportará,exportaremos,exportaréis,exportarán,exportarás,exportaría,exportarías,exportaría,exportaríamos,exportaríais,exportarían,exportarías,0.0004171987149128,export
1000,persuadir,1450,persuado,persuades,persuade,persuadimos,persuadís,persuaden,persuadís,persuadía,persuadías,persuadía,persuadíamos,persuadíais,persuadían,persuadías,persuadí,persuadiste,persuadió,persuadimos,persuadisteis,persuadieron,persuadiste,persuadiré,persuadirás,persuadirá,persuadiremos,persuadiréis,persuadirán,persuadirás,persuadiría,persuadirías,persuadiría,persuadiríamos,persuadiríais,persuadirían,persuadirías,0.0004171987149128,persuading
1001,detestar,1450,detesto,detestas,detesta,detestamos,detestáis,detestan,detestás,detestaba,detestabas,detestaba,detestábamos,detestabais,detestaban,detestabas,detesté,detestaste,detestó,detestamos,detestasteis,detestaron,detestaste,detestaré,detestarás,detestará,detestaremos,detestaréis,detestarán,detestarás,detestaría,detestarías,detestaría,detestaríamos,detestaríais,detestarían,detestarías,0.0004171987149128,detest
1002,confluir,1449,confluyo,confluyes,confluye,confluimos,confluís,confluyen,confluís,confluía,confluías,confluía,confluíamos,confluíais,confluían,confluías,confluí,confluiste,confluyó,confluimos,confluisteis,confluyeron,confluiste,confluiré,confluirás,confluirá,confluiremos,confluiréis,confluirán,confluirás,confluiría,confluirías,confluiría,confluiríamos,confluiríais,confluirían,confluirías,0.0004169109916612,confluence
1003,aguardar,1447,aguardo,aguardas,aguarda,aguardamos,aguardáis,aguardan,aguardás,aguardaba,aguardabas,aguardaba,aguardábamos,aguardabais,aguardaban,aguardabas,aguardé,aguardaste,aguardó,aguardamos,aguardasteis,aguardaron,aguardaste,aguardaré,aguardarás,aguardará,aguardaremos,aguardaréis,aguardarán,aguardarás,aguardaría,aguardarías,aguardaría,aguardaríamos,aguardaríais,aguardarían,aguardarías,0.0004163355451578,wait
1004,complicar,1446,complico,complicas,complica,complicamos,complicáis,complican,complicás,complicaba,complicabas,complicaba,complicábamos,complicabais,complicaban,complicabas,compliqué,complicaste,complicó,complicamos,complicasteis,complicaron,complicaste,complicaré,complicarás,complicará,complicaremos,complicaréis,complicarán,complicarás,complicaría,complicarías,complicaría,complicaríamos,complicaríais,complicarían,complicarías,0.0004160478219062,complicate
1005,renovar,1446,renuevo,renuevas,renueva,renovamos,renováis,renuevan,renovás,renovaba,renovabas,renovaba,renovábamos,renovabais,renovaban,renovabas,renové,renovaste,renovó,renovamos,renovasteis,renovaron,renovaste,renovaré,renovarás,renovará,renovaremos,renovaréis,renovarán,renovarás,renovaría,renovarías,renovaría,renovaríamos,renovaríais,renovarían,renovarías,0.0004160478219062,renew
1006,confirmar,1446,confirmo,confirmas,confirma,confirmamos,confirmáis,confirman,confirmás,confirmaba,confirmabas,confirmaba,confirmábamos,confirmabais,confirmaban,confirmabas,confirmé,confirmaste,confirmó,confirmamos,confirmasteis,confirmaron,confirmaste,confirmaré,confirmarás,confirmará,confirmaremos,confirmaréis,confirmarán,confirmarás,confirmaría,confirmarías,confirmaría,confirmaríamos,confirmaríais,confirmarían,confirmarías,0.0004160478219062,confirm
1007,arrastrar,1445,arrastro,arrastras,arrastra,arrastramos,arrastráis,arrastran,arrastrás,arrastraba,arrastrabas,arrastraba,arrastrábamos,arrastrabais,arrastraban,arrastrabas,arrastré,arrastraste,arrastró,arrastramos,arrastrasteis,arrastraron,arrastraste,arrastraré,arrastrarás,arrastrará,arrastraremos,arrastraréis,arrastrarán,arrastrarás,arrastraría,arrastrarías,arrastraría,arrastraríamos,arrastraríais,arrastrarían,arrastrarías,0.0004157600986545,drag
1008,matricular,1445,matriculo,matriculas,matricula,matriculamos,matriculáis,matriculan,matriculás,matriculaba,matriculabas,matriculaba,matriculábamos,matriculabais,matriculaban,matriculabas,matriculé,matriculaste,matriculó,matriculamos,matriculasteis,matricularon,matriculaste,matricularé,matricularás,matriculará,matricularemos,matricularéis,matricularán,matricularás,matricularía,matricularías,matricularía,matricularíamos,matricularíais,matricularían,matricularías,0.0004157600986545,register
1009,expedir,1444,expido,expides,expide,expedimos,expedís,expiden,expedís,expedía,expedías,expedía,expedíamos,expedíais,expedían,expedías,expedí,expediste,expidió,expedimos,expedisteis,expidieron,expediste,expediré,expedirás,expedirá,expediremos,expediréis,expedirán,expedirás,expediría,expedirías,expediría,expediríamos,expediríais,expedirían,expedirías,0.0004154723754028,issue
1010,emocionar,1444,emociono,emocionas,emociona,emocionamos,emocionáis,emocionan,emocionás,emocionaba,emocionabas,emocionaba,emocionábamos,emocionabais,emocionaban,emocionabas,emocioné,emocionaste,emocionó,emocionamos,emocionasteis,emocionaron,emocionaste,emocionaré,emocionarás,emocionará,emocionaremos,emocionaréis,emocionarán,emocionarás,emocionaría,emocionarías,emocionaría,emocionaríamos,emocionaríais,emocionarían,emocionarías,0.0004154723754028,Exciting
1011,expresar,1443,expreso,expresas,expresa,expresamos,expresáis,expresan,expresás,expresaba,expresabas,expresaba,expresábamos,expresabais,expresaban,expresabas,expresé,expresaste,expresó,expresamos,expresasteis,expresaron,expresaste,expresaré,expresarás,expresará,expresaremos,expresaréis,expresarán,expresarás,expresaría,expresarías,expresaría,expresaríamos,expresaríais,expresarían,expresarías,0.0004151846521512,express
1012,presidir,1443,presido,presides,preside,presidimos,presidís,presiden,presidís,presidía,presidías,presidía,presidíamos,presidíais,presidían,presidías,presidí,presidiste,presidió,presidimos,presidisteis,presidieron,presidiste,presidiré,presidirás,presidirá,presidiremos,presidiréis,presidirán,presidirás,presidiría,presidirías,presidiría,presidiríamos,presidiríais,presidirían,presidirías,0.0004151846521512,chair
1013,aflojar,1442,aflojo,aflojas,afloja,aflojamos,aflojáis,aflojan,aflojás,aflojaba,aflojabas,aflojaba,aflojábamos,aflojabais,aflojaban,aflojabas,aflojé,aflojaste,aflojó,aflojamos,aflojasteis,aflojaron,aflojaste,aflojaré,aflojarás,aflojará,aflojaremos,aflojaréis,aflojarán,aflojarás,aflojaría,aflojarías,aflojaría,aflojaríamos,aflojaríais,aflojarían,aflojarías,0.0004148969288995,loosen
1014,apilar,1442,apilo,apilas,apila,apilamos,apiláis,apilan,apilás,apilaba,apilabas,apilaba,apilábamos,apilabais,apilaban,apilabas,apilé,apilaste,apiló,apilamos,apilasteis,apilaron,apilaste,apilaré,apilarás,apilará,apilaremos,apilaréis,apilarán,apilarás,apilaría,apilarías,apilaría,apilaríamos,apilaríais,apilarían,apilarías,0.0004148969288995,stack
1015,sumar,1441,sumo,sumas,suma,sumamos,sumáis,suman,sumás,sumaba,sumabas,sumaba,sumábamos,sumabais,sumaban,sumabas,sumé,sumaste,sumó,sumamos,sumasteis,sumaron,sumaste,sumaré,sumarás,sumará,sumaremos,sumaréis,sumarán,sumarás,sumaría,sumarías,sumaría,sumaríamos,sumaríais,sumarían,sumarías,0.0004146092056478,add
1016,percibir,1441,percibo,percibes,percibe,percibimos,percibís,perciben,percibís,percibía,percibías,percibía,percibíamos,percibíais,percibían,percibías,percibí,percibiste,percibió,percibimos,percibisteis,percibieron,percibiste,percibiré,percibirás,percibirá,percibiremos,percibiréis,percibirán,percibirás,percibiría,percibirías,percibiría,percibiríamos,percibiríais,percibirían,percibirías,0.0004146092056478,perceive
1017,asemejar,1441,asemejo,asemejas,asemeja,asemejamos,asemejáis,asemejan,asemejás,asemejaba,asemejabas,asemejaba,asemejábamos,asemejabais,asemejaban,asemejabas,asemejé,asemejaste,asemejó,asemejamos,asemejasteis,asemejaron,asemejaste,asemejaré,asemejarás,asemejará,asemejaremos,asemejaréis,asemejarán,asemejarás,asemejaría,asemejarías,asemejaría,asemejaríamos,asemejaríais,asemejarían,asemejarías,0.0004146092056478,resembling
1018,agrandar,1440,agrando,agrandas,agranda,agrandamos,agrandáis,agrandan,agrandás,agrandaba,agrandabas,agrandaba,agrandábamos,agrandabais,agrandaban,agrandabas,agrandé,agrandaste,agrandó,agrandamos,agrandasteis,agrandaron,agrandaste,agrandaré,agrandarás,agrandará,agrandaremos,agrandaréis,agrandarán,agrandarás,agrandaría,agrandarías,agrandaría,agrandaríamos,agrandaríais,agrandarían,agrandarías,0.0004143214823962,enlarge
1019,desviar,1440,desvío,desvías,desvía,desviamos,desviáis,desvían,desviás,desviaba,desviabas,desviaba,desviábamos,desviabais,desviaban,desviabas,desvié,desviaste,desvió,desviamos,desviasteis,desviaron,desviaste,desviaré,desviarás,desviará,desviaremos,desviaréis,desviarán,desviarás,desviaría,desviarías,desviaría,desviaríamos,desviaríais,desviarían,desviarías,0.0004143214823962,deflect
1020,resistir,1440,resisto,resistes,resiste,resistimos,resistís,resisten,resistís,resistía,resistías,resistía,resistíamos,resistíais,resistían,resistías,resistí,resististe,resistió,resistimos,resististeis,resistieron,resististe,resistiré,resistirás,resistirá,resistiremos,resistiréis,resistirán,resistirás,resistiría,resistirías,resistiría,resistiríamos,resistiríais,resistirían,resistirías,0.0004143214823962,resist
1021,tramitar,1440,tramito,tramitas,tramita,tramitamos,tramitáis,tramitan,tramitás,tramitaba,tramitabas,tramitaba,tramitábamos,tramitabais,tramitaban,tramitabas,tramité,tramitaste,tramitó,tramitamos,tramitasteis,tramitaron,tramitaste,tramitaré,tramitarás,tramitará,tramitaremos,tramitaréis,tramitarán,tramitarás,tramitaría,tramitarías,tramitaría,tramitaríamos,tramitaríais,tramitarían,tramitarías,0.0004143214823962,process
